Entidad,Fecha,Ratio de Capital Global (%),Morosidad (%)
Mibanco,30/04/2017,16.41,4.7
Mibanco,31/05/2017,16.34,4.68
Mibanco,30/06/2017,16.56,4.61
Mibanco,31/07/2017,16.66,4.65
Mibanco,31/08/2017,16.65,4.72
Mibanco,30/09/2017,16.44,4.71
Mibanco,31/10/2017,15.94,4.74
Mibanco,30/11/2017,15.72,4.65
Mibanco,31/12/2017,15.27,4.74
Mibanco,31/01/2018,14.93,4.74
Mibanco,28/02/2018,14.84,4.83
Mibanco,31/03/2018,15.14,5.1
Mibanco,30/04/2018,15.09,5.22
Mibanco,31/05/2018,14.79,5.32
Mibanco,30/06/2018,14.79,5.48
Mibanco,31/07/2018,14.78,5.43
Mibanco,31/08/2018,14.76,5.46
Mibanco,30/09/2018,15.1,5.5
Mibanco,31/10/2018,14.95,5.44
Mibanco,30/11/2018,14.72,5.29
Mibanco,31/12/2018,14.35,5.27
Mibanco,31/01/2019,14.36,5.3
Mibanco,28/02/2019,14.31,5.33
Mibanco,31/03/2019,15.03,5.37
Mibanco,30/04/2019,14.79,5.36
Mibanco,31/05/2019,14.91,5.3
Mibanco,30/06/2019,14.86,5.43
Mibanco,31/07/2019,15.53,5.44
Mibanco,31/08/2019,15.44,5.49
Mibanco,30/09/2019,15.34,5.5
Mibanco,31/10/2019,15.2,5.45
Mibanco,30/11/2019,14.87,5.39
Mibanco,31/12/2019,14.45,5.42
Mibanco,31/01/2020,13.84,5.38
Mibanco,29/02/2020,13.71,5.43
Mibanco,31/03/2020,14.02,5.42
Mibanco,30/04/2020,14.03,5.03
Mibanco,31/05/2020,15.91,5.8
Mibanco,30/06/2020,15.94,6.51
Mibanco,31/07/2020,17.17,5.91
Mibanco,31/08/2020,17.68,5.67
Mibanco,30/09/2020,17.68,6.01
Mibanco,31/10/2020,17.26,6.68
Mibanco,30/11/2020,16.96,6.79
Mibanco,31/12/2020,19.82,7.08
Mibanco,31/01/2021,19.69,7.48
Mibanco,28/02/2021,19.82,8.25
Mibanco,31/03/2021,17.87,9.16
Mibanco,30/04/2021,17.85,9.02
Mibanco,31/05/2021,17.09,8.94
Mibanco,30/06/2021,17.25,8.95
Mibanco,31/07/2021,16.96,8.53
Mibanco,31/08/2021,16.85,8.35
Mibanco,30/09/2021,16.74,8.12
Mibanco,31/10/2021,16.79,8.35
Mibanco,30/11/2021,16.59,6.75
Mibanco,31/12/2021,16.4,6.79
Mibanco,31/01/2022,16.23,6.92
Mibanco,28/02/2022,15.95,6.71
Mibanco,31/03/2022,15.61,6.86
Mibanco,30/04/2022,15.29,6.73
Mibanco,31/05/2022,15.02,6.88
Mibanco,30/06/2022,14.83,6.85
Mibanco,31/07/2022,14.64,6.81
Mibanco,31/08/2022,14.73,6.51
Mibanco,30/09/2022,14.61,6.62
Banco GNB,31/01/2016,12.25,2.01
Banco GNB,29/02/2016,12.49,2.16
Banco GNB,31/03/2016,12.45,1.97
Banco GNB,30/04/2016,13.47,2
Banco GNB,31/05/2016,13.7,1.98
Banco GNB,30/06/2016,13.72,2.03
Banco GNB,31/07/2016,13.65,1.95
Banco GNB,31/08/2016,13.65,1.98
Banco GNB,30/09/2016,13.79,2.11
Banco GNB,31/10/2016,14.74,2.17
Banco GNB,30/11/2016,14.5,2.25
Banco GNB,31/12/2016,14.31,2.08
Banco GNB,31/01/2017,14.38,2.19
Banco GNB,28/02/2017,15.01,2.26
Banco GNB,31/03/2017,14.89,2.24
Banco GNB,30/04/2017,14.43,2.37
Banco GNB,31/05/2017,14.3,2.43
Banco GNB,30/06/2017,13.91,2.35
Banco GNB,31/07/2017,13.99,2.26
Banco GNB,31/08/2017,13.94,2.28
Banco GNB,30/09/2017,13.87,2.29
Banco GNB,31/10/2017,13.83,2.58
Banco GNB,30/11/2017,13.77,2.56
Banco GNB,31/12/2017,13.82,2.49
Banco GNB,31/01/2018,13.74,2.93
Banco GNB,28/02/2018,14.37,2.86
Banco GNB,31/03/2018,14.64,2.92
Banco GNB,30/04/2018,14.67,2.89
Banco GNB,31/05/2018,14.73,2.78
Banco GNB,30/06/2018,14.61,2.94
Banco GNB,31/07/2018,14.62,3
Banco GNB,31/08/2018,14.44,3.23
Banco GNB,30/09/2018,14.2,3.24
Banco GNB,31/10/2018,14.11,3.4
Banco GNB,30/11/2018,14.05,2.74
Banco GNB,31/12/2018,12.93,2.63
Banco GNB,31/01/2019,12.78,2.79
Banco GNB,28/02/2019,14.89,2.63
Banco GNB,31/03/2019,14.83,2.72
Banco GNB,30/04/2019,14.79,2.48
Banco GNB,31/05/2019,14.77,2.67
Banco GNB,30/06/2019,14.59,2.69
Banco GNB,31/07/2019,14.64,2.79
Banco GNB,31/08/2019,14.51,3.87
Banco GNB,30/09/2019,14.59,3.9
Banco GNB,31/10/2019,13.32,3.84
Banco GNB,30/11/2019,13.63,4.17
Banco GNB,31/12/2019,14.85,4.29
Banco GNB,31/01/2020,15.02,3.84
Banco GNB,29/02/2020,15.46,3.85
Banco GNB,31/03/2020,15.56,4.09
Banco GNB,30/04/2020,15.74,4.15
Banco GNB,31/05/2020,16.01,4.03
Banco GNB,30/06/2020,16.31,4.01
Banco GNB,31/07/2020,16.91,4.34
Banco GNB,31/08/2020,17.23,4.54
Banco GNB,30/09/2020,17.13,5.47
Banco GNB,31/10/2020,17.37,5.48
Banco GNB,30/11/2020,16.57,5.36
Banco GNB,31/12/2020,17.44,3.89
Banco GNB,31/01/2021,16.7,3.99
Banco GNB,28/02/2021,17.65,3.89
Banco GNB,31/03/2021,17.97,3.94
Banco GNB,30/04/2021,17.9,4.21
Banco GNB,31/05/2021,17.58,4.04
Banco GNB,30/06/2021,17.55,4.08
Banco GNB,31/07/2021,17.72,4.33
Banco GNB,31/08/2021,17.7,4.19
Banco GNB,30/09/2021,17.72,4.15
Banco GNB,31/10/2021,17.18,4.19
Banco GNB,30/11/2021,17.09,4.45
Banco GNB,31/12/2021,16.76,4.21
Banco GNB,31/01/2022,16.67,4.2
Banco GNB,28/02/2022,16.1,4.22
Banco GNB,31/03/2022,16.68,4.05
Banco GNB,30/04/2022,16.27,4.11
Banco GNB,31/05/2022,16.39,4.15
Banco GNB,30/06/2022,15.88,3.93
Banco GNB,31/07/2022,15.88,3.83
Banco GNB,31/08/2022,16.04,3.73
Banco GNB,30/09/2022,15.95,3.67
Banco Santander,31/01/2016,14.4,0.69
Banco Santander,29/02/2016,14.17,0.56
Banco Santander,31/03/2016,14.86,0.55
Banco Santander,30/04/2016,14.93,0.64
Banco Santander,31/05/2016,14.87,0.58
Banco Santander,30/06/2016,15.95,0.67
Banco Santander,31/07/2016,15.48,0.68
Banco Santander,31/08/2016,15.95,0.7
Banco Santander,30/09/2016,16.54,0.92
Banco Santander,31/10/2016,16.63,0.73
Banco Santander,30/11/2016,16.99,0.7
Banco Santander,31/12/2016,16.86,0.69
Banco Santander,31/01/2017,17.16,0.81
Banco Santander,28/02/2017,17.41,1.06
Banco Santander,31/03/2017,17.02,0.7
Banco Santander,30/04/2017,16.62,0.64
Banco Santander,31/05/2017,16.56,0.65
Banco Santander,30/06/2017,16.36,0.64
Banco Santander,31/07/2017,16.76,0.69
Banco Santander,31/08/2017,16.08,0.65
Banco Santander,30/09/2017,17.38,0.98
Banco Santander,31/10/2017,18.16,0.89
Banco Santander,30/11/2017,18.19,1.03
Banco Santander,31/12/2017,17.27,0.8
Banco Santander,31/01/2018,17.35,1.06
Banco Santander,28/02/2018,17.35,1.17
Banco Santander,31/03/2018,17.08,1.02
Banco Santander,30/04/2018,16.14,0.99
Banco Santander,31/05/2018,15.57,0.95
Banco Santander,30/06/2018,14.89,0.86
Banco Santander,31/07/2018,14.92,0.88
Banco Santander,31/08/2018,14.28,0.94
Banco Santander,30/09/2018,14.15,0.71
Banco Santander,31/10/2018,13.55,0.61
Banco Santander,30/11/2018,13.17,0.58
Banco Santander,31/12/2018,13.49,0.62
Banco Santander,31/01/2019,13.14,0.64
Banco Santander,28/02/2019,13.31,0.62
Banco Santander,31/03/2019,13.64,0.54
Banco Santander,30/04/2019,13.58,0.57
Banco Santander,31/05/2019,13.2,0.56
Banco Santander,30/06/2019,13.64,0.65
Banco Santander,31/07/2019,13.51,0.62
Banco Santander,31/08/2019,13.08,0.54
Banco Santander,30/09/2019,13.57,0.53
Banco Santander,31/10/2019,14.02,0.5
Banco Santander,30/11/2019,13.8,0.86
Banco Santander,31/12/2019,14.27,0.55
Banco Santander,31/01/2020,13.33,0.63
Banco Santander,29/02/2020,14.03,0.6
Banco Santander,31/03/2020,13.53,1.45
Banco Santander,30/04/2020,13.53,0.96
Banco Santander,31/05/2020,13.61,0.95
Banco Santander,30/06/2020,13.27,0.94
Banco Santander,31/07/2020,14.13,0.98
Banco Santander,31/08/2020,14.22,0.97
Banco Santander,30/09/2020,14.24,0.99
Banco Santander,31/10/2020,14.1,0.78
Banco Santander,30/11/2020,14.15,0.81
Banco Santander,31/12/2020,15.65,0.89
Banco Santander,31/01/2021,15.57,0.91
Banco Santander,28/02/2021,15.65,1.01
Banco Santander,31/03/2021,16.38,1.01
Banco Santander,30/04/2021,16.41,1.04
Banco Santander,31/05/2021,16.23,1.02
Banco Santander,30/06/2021,16.05,1.31
Banco Santander,31/07/2021,15.12,1.43
Banco Santander,31/08/2021,15.52,1.17
Banco Santander,30/09/2021,15.71,1.21
Banco Santander,31/10/2021,15.95,1.18
Banco Santander,30/11/2021,15.83,1.16
Banco Santander,31/12/2021,15.93,1.05
Banco Santander,31/01/2022,15.79,1.05
Banco Santander,28/02/2022,15.8,1
Banco Santander,31/03/2022,15.78,1.14
Banco Santander,30/04/2022,15.52,1.48
Banco Santander,31/05/2022,15.72,1.43
Banco Santander,30/06/2022,14.71,1.02
Banco Santander,31/07/2022,14.31,0.89
Banco Santander,31/08/2022,14.8,0.89
Banco Santander,30/09/2022,14.55,0.94
Banco ICBC,31/01/2016,48.71,3.81
Banco ICBC,29/02/2016,47.62,3.61
Banco ICBC,31/03/2016,42.37,3.03
Banco ICBC,30/04/2016,43.53,2.79
Banco ICBC,31/05/2016,42.41,2.65
Banco ICBC,30/06/2016,43.56,3.06
Banco ICBC,31/07/2016,38.37,2.23
Banco ICBC,31/08/2016,37.49,2.16
Banco ICBC,30/09/2016,39.38,2.25
Banco ICBC,31/10/2016,38.9,2.33
Banco ICBC,30/11/2016,38.1,2.4
Banco ICBC,31/12/2016,61.59,0
Banco ICBC,31/01/2017,63.75,0
Banco ICBC,28/02/2017,60.34,0
Banco ICBC,31/03/2017,57.92,0
Banco ICBC,30/04/2017,50.26,0
Banco ICBC,31/05/2017,54.27,0
Banco ICBC,30/06/2017,68.33,0
Banco ICBC,31/07/2017,66.08,0
Banco ICBC,31/08/2017,59.02,0
Banco ICBC,30/09/2017,53.58,0
Banco ICBC,31/10/2017,51.24,
Banco ICBC,30/11/2017,49.59,
Banco ICBC,31/12/2017,56.7,
Banco ICBC,31/01/2018,59.07,
Banco ICBC,28/02/2018,46.5,
Banco ICBC,31/03/2018,42.8,
Banco ICBC,30/04/2018,41.74,
Banco ICBC,31/05/2018,60.26,
Banco ICBC,30/06/2018,63.73,
Banco ICBC,31/07/2018,55.58,
Banco ICBC,31/08/2018,57.84,
Banco ICBC,30/09/2018,55.23,
Banco ICBC,31/10/2018,58.82,
Banco ICBC,30/11/2018,48.64,
Banco ICBC,31/12/2018,43.26,
Banco ICBC,31/01/2019,42.85,
Banco ICBC,28/02/2019,38.98,
Banco ICBC,31/03/2019,40.76,
Banco ICBC,30/04/2019,39.68,
Banco ICBC,31/05/2019,38.44,
Banco ICBC,30/06/2019,43.23,
Banco ICBC,31/07/2019,41.3,
Banco ICBC,31/08/2019,42.28,
Banco ICBC,30/09/2019,39.57,
Banco ICBC,31/10/2019,44.51,
Banco ICBC,30/11/2019,37.93,
Banco ICBC,31/12/2019,37.17,
Banco ICBC,31/01/2020,38.48,
Banco ICBC,29/02/2020,38.38,
Banco ICBC,31/03/2020,38.74,
Banco ICBC,30/04/2020,34.9,
Banco ICBC,31/05/2020,38.13,
Banco ICBC,30/06/2020,35.17,
Banco ICBC,31/07/2020,34.19,
Banco ICBC,31/08/2020,37.84,
Banco ICBC,30/09/2020,38.72,
Banco ICBC,31/10/2020,40.52,
Banco ICBC,30/11/2020,39.34,
Banco ICBC,31/12/2020,38.64,
Banco ICBC,31/01/2021,36.33,
Banco ICBC,28/02/2021,37.37,
Banco ICBC,31/03/2021,37.68,
Banco ICBC,30/04/2021,38.77,
Banco ICBC,31/05/2021,34.06,
Banco ICBC,30/06/2021,33.51,
Banco ICBC,31/07/2021,32.04,
Banco ICBC,31/08/2021,31.8,
Banco ICBC,30/09/2021,32.9,
Banco ICBC,31/10/2021,31.8,
Banco ICBC,30/11/2021,30.05,
Banco ICBC,31/12/2021,32.18,
Banco ICBC,31/01/2022,30.8,
Banco ICBC,28/02/2022,32.89,
Banco ICBC,31/03/2022,33.27,
Banco ICBC,30/04/2022,30.11,
Banco ICBC,31/05/2022,31.66,
Banco ICBC,30/06/2022,32.74,
Banco ICBC,31/07/2022,31.09,
Banco ICBC,31/08/2022,29.04,
Banco ICBC,30/09/2022,29.38,
Bank of China,31/07/2020,420.48,
Bank of China,31/08/2020,513.77,
Bank of China,30/09/2020,478.66,
Bank of China,31/10/2020,387.24,
Bank of China,30/11/2020,387.51,
Bank of China,31/12/2020,324.91,
Bank of China,31/01/2021,304.02,
Bank of China,28/02/2021,242.69,
Bank of China,31/03/2021,209.57,
Bank of China,30/04/2021,221.22,
Bank of China,31/05/2021,150.14,
Bank of China,30/06/2021,149.15,
Bank of China,31/07/2021,122.38,
Bank of China,31/08/2021,85.29,
Bank of China,30/09/2021,105.34,
Bank of China,31/10/2021,90.51,
Bank of China,30/11/2021,105.98,
Bank of China,31/12/2021,92.84,
Bank of China,31/01/2022,75.56,
Bank of China,28/02/2022,69.31,
Bank of China,31/03/2022,68.51,
Bank of China,30/04/2022,65.28,
Bank of China,31/05/2022,63.11,
Bank of China,30/06/2022,62.81,
Bank of China,31/07/2022,57.27,
Bank of China,31/08/2022,58.15,
Bank of China,30/09/2022,56.61,
Azteca del Perú,31/01/2016,22.75,11.2
Azteca del Perú,29/02/2016,22.4,10.97
Azteca del Perú,31/03/2016,22.19,11.09
Azteca del Perú,30/04/2016,23.08,11.12
Azteca del Perú,31/05/2016,24,11.25
Azteca del Perú,30/06/2016,24.07,11.02
Azteca del Perú,31/07/2016,24.97,10.7
Azteca del Perú,31/08/2016,25.82,10.54
Azteca del Perú,30/09/2016,25.87,10.3
Azteca del Perú,31/10/2016,26.6,9.99
Azteca del Perú,30/11/2016,25.88,9.58
Azteca del Perú,31/12/2016,25.41,9.24
Azteca del Perú,31/01/2017,24.95,9.4
Azteca del Perú,28/02/2017,24.53,9.15
Azteca del Perú,31/03/2017,24.15,9.17
Azteca del Perú,30/04/2017,24.06,9.38
Azteca del Perú,31/05/2017,24.28,9.63
Azteca del Perú,30/06/2017,24.27,9.58
Azteca del Perú,31/07/2017,24.34,9.37
Azteca del Perú,31/08/2017,24.15,9.29
Azteca del Perú,30/09/2017,24.02,9.35
Azteca del Perú,31/10/2017,24.37,9.57
Azteca del Perú,30/11/2017,24.13,9.59
Azteca del Perú,31/12/2017,23.29,9.46
Azteca del Perú,31/01/2018,23.32,9.65
Azteca del Perú,28/02/2018,23.35,9.47
Azteca del Perú,31/03/2018,23.49,9.7
Azteca del Perú,30/04/2018,24.16,9.6
Azteca del Perú,31/05/2018,24.29,9.68
Azteca del Perú,30/06/2018,24.52,9.67
Azteca del Perú,31/07/2018,25.34,9.48
Azteca del Perú,31/08/2018,25.5,9.66
Azteca del Perú,30/09/2018,25.8,9.53
Azteca del Perú,31/10/2018,25.73,9.74
Azteca del Perú,30/11/2018,25.5,9.41
Azteca del Perú,31/12/2018,25.1,9.36
Azteca del Perú,31/01/2019,25.51,9.3
Azteca del Perú,28/02/2019,25.39,9.26
Azteca del Perú,31/03/2019,25.1,9.32
Azteca del Perú,30/04/2019,24.97,9.22
Azteca del Perú,31/05/2019,24.49,9.2
Azteca del Perú,30/06/2019,23.96,9.11
Azteca del Perú,31/07/2019,23.01,9.03
Azteca del Perú,31/08/2019,22.37,8.75
Azteca del Perú,30/09/2019,22.15,8.55
Azteca del Perú,31/10/2019,20.47,8.65
Azteca del Perú,30/11/2019,19.72,8.99
Azteca del Perú,31/12/2019,18.43,8.99
Azteca del Perú,31/01/2020,17.95,9.01
Azteca del Perú,29/02/2020,17.41,9.03
Azteca del Perú,31/03/2020,16.7,7.85
Azteca del Perú,30/04/2020,16.28,9.04
Azteca del Perú,31/05/2020,16.26,10.01
Azteca del Perú,30/06/2020,16.96,8.13
Azteca del Perú,31/07/2020,17.13,8.22
Azteca del Perú,31/08/2020,17.08,7.94
Azteca del Perú,30/09/2020,16.74,11.84
Azteca del Perú,31/10/2020,17.52,15.56
Azteca del Perú,30/11/2020,16.4,16.01
Azteca del Perú,31/12/2020,18.41,15.46
Azteca del Perú,31/01/2021,17.1,15.19
Azteca del Perú,28/02/2021,14.56,14.64
Azteca del Perú,31/03/2021,13.33,18.61
Azteca del Perú,30/04/2021,12.84,22.7
Azteca del Perú,31/05/2021,11.71,16.46
Azteca del Perú,30/06/2021,10.32,12.99
Azteca del Perú,31/07/2021,9.77,8.9
Azteca del Perú,31/08/2021,10.53,7.86
Azteca del Perú,30/09/2021,9.7,12.53
Azteca del Perú,31/10/2021,7.77,11.12
Alfin Banco,30/11/2021,6,6.73
Alfin Banco,31/12/2021,4.06,5.02
Alfin Banco,31/01/2022,3.03,3.33
Alfin Banco,28/02/2022,2.89,5.86
Alfin Banco,31/03/2022,4.68,5.16
Alfin Banco,30/04/2022,4.52,4.66
Alfin Banco,31/05/2022,4.39,4.53
Alfin Banco,30/06/2022,4.22,4.91
Alfin Banco,31/07/2022,4.28,4.85
Alfin Banco,31/08/2022,4.39,4.14
Alfin Banco,30/09/2022,4.78,3.86
Banco Falabella,31/01/2016,14.38,4.35
Banco Falabella,29/02/2016,14.34,4.38
Banco Falabella,31/03/2016,14.73,4.53
Banco Falabella,30/04/2016,14.59,4.8
Banco Falabella,31/05/2016,14.68,4.98
Banco Falabella,30/06/2016,14.45,5.18
Banco Falabella,31/07/2016,14.44,5.29
Banco Falabella,31/08/2016,14.84,5.44
Banco Falabella,30/09/2016,14.93,5.56
Banco Falabella,31/10/2016,14.9,5.67
Banco Falabella,30/11/2016,14.93,5.74
Banco Falabella,31/12/2016,15.38,5.71
Banco Falabella,31/01/2017,15.58,5.98
Banco Falabella,28/02/2017,15.76,6.11
Banco Falabella,31/03/2017,16.16,6.32
Banco Falabella,30/04/2017,15.83,6.4
Banco Falabella,31/05/2017,16.3,6.73
Banco Falabella,30/06/2017,16.31,7.02
Banco Falabella,31/07/2017,16.99,7.3
Banco Falabella,31/08/2017,17.47,7.53
Banco Falabella,30/09/2017,17.66,7.71
Banco Falabella,31/10/2017,18,7.86
Banco Falabella,30/11/2017,17.74,7.88
Banco Falabella,31/12/2017,17.19,7.81
Banco Falabella,31/01/2018,17.56,8.08
Banco Falabella,28/02/2018,17.67,8.04
Banco Falabella,31/03/2018,18.48,7.66
Banco Falabella,30/04/2018,17.05,7.51
Banco Falabella,31/05/2018,16.47,7.58
Banco Falabella,30/06/2018,16.28,7.75
Banco Falabella,31/07/2018,16.73,7.87
Banco Falabella,31/08/2018,16.79,7.78
Banco Falabella,30/09/2018,16.7,3.61
Banco Falabella,31/10/2018,16.85,3.15
Banco Falabella,30/11/2018,17.34,3.12
Banco Falabella,31/12/2018,17.05,2.97
Banco Falabella,31/01/2019,17.34,2.95
Banco Falabella,28/02/2019,17.43,2.77
Banco Falabella,31/03/2019,17.47,2.76
Banco Falabella,30/04/2019,16.12,2.8
Banco Falabella,31/05/2019,15.97,3.05
Banco Falabella,30/06/2019,15.92,3.1
Banco Falabella,31/07/2019,16.13,2.97
Banco Falabella,31/08/2019,15.95,2.88
Banco Falabella,30/09/2019,15.98,2.88
Banco Falabella,31/10/2019,15.85,2.88
Banco Falabella,30/11/2019,15.4,2.87
Banco Falabella,31/12/2019,15,2.85
Banco Falabella,31/01/2020,14.53,2.91
Banco Falabella,29/02/2020,14.5,2.83
Banco Falabella,31/03/2020,14.92,3.26
Banco Falabella,30/04/2020,15.88,4.04
Banco Falabella,31/05/2020,16.19,4.66
Banco Falabella,30/06/2020,16.1,5.13
Banco Falabella,31/07/2020,15.88,5.45
Banco Falabella,31/08/2020,15.75,6.33
Banco Falabella,30/09/2020,15.16,5.96
Banco Falabella,31/10/2020,14.85,4.63
Banco Falabella,30/11/2020,14.11,4.72
Banco Falabella,31/12/2020,13.78,4.69
Banco Falabella,31/01/2021,13.33,4.49
Banco Falabella,28/02/2021,12.47,3.86
Banco Falabella,31/03/2021,13.76,3.25
Banco Falabella,30/04/2021,13.42,3.01
Banco Falabella,31/05/2021,13.27,3.23
Banco Falabella,30/06/2021,14.7,3.05
Banco Falabella,31/07/2021,13.46,2.6
Banco Falabella,31/08/2021,13.37,2.31
Banco Falabella,30/09/2021,13.39,2.07
Banco Falabella,31/10/2021,14.69,1.88
Banco Falabella,30/11/2021,14.55,1.75
Banco Falabella,31/12/2021,14.23,1.74
Banco Falabella,31/01/2022,15.09,1.82
Banco Falabella,28/02/2022,14.85,1.87
Banco Falabella,31/03/2022,14.41,1.94
Banco Falabella,30/04/2022,14.04,2.07
Banco Falabella,31/05/2022,14.33,2.43
Banco Falabella,30/06/2022,14.43,2.65
Banco Falabella,31/07/2022,15.22,3.02
Banco Falabella,31/08/2022,15.44,3.28
Banco Falabella,30/09/2022,15.52,3.6
Banco BCI,31/07/2022,47.38,
Banco BCI,31/08/2022,45.31,
Banco BCI,30/09/2022,41.65,
