Entidad,Fecha,Ratio de Capital Global (%),Morosidad (%)
Financiera Confianza,31/05/2019,15.95,2.92
Financiera Confianza,30/06/2019,15.82,2.95
Financiera Confianza,31/07/2019,15.76,2.96
Financiera Confianza,31/08/2019,15.75,3.01
Financiera Confianza,30/09/2019,15.68,3.04
Financiera Confianza,31/10/2019,15.52,3.07
Financiera Confianza,30/11/2019,15.15,2.97
Financiera Confianza,31/12/2019,14.88,2.94
Financiera Confianza,31/01/2020,14.78,3.17
Financiera Confianza,29/02/2020,14.66,3.23
Financiera Confianza,31/03/2020,14.87,2.98
Financiera Confianza,30/04/2020,16.72,3.14
Financiera Confianza,31/05/2020,16.94,2.99
Financiera Confianza,30/06/2020,17,2.94
Financiera Confianza,31/07/2020,17.33,2.81
Financiera Confianza,31/08/2020,17.02,2.64
Financiera Confianza,30/09/2020,16.64,3.42
Financiera Confianza,31/10/2020,16.49,4.03
Financiera Confianza,30/11/2020,16.17,4.82
Financiera Confianza,31/12/2020,15.91,5.07
Financiera Confianza,31/01/2021,17.7,5.25
Financiera Confianza,28/02/2021,17.69,5.8
Financiera Confianza,31/03/2021,17.93,5.49
Financiera Confianza,30/04/2021,18.36,5.24
Financiera Confianza,31/05/2021,18.38,5.11
Financiera Confianza,30/06/2021,18.42,4.89
Financiera Confianza,31/07/2021,18.44,4.73
Financiera Confianza,31/08/2021,18.46,4.75
Financiera Confianza,30/09/2021,18.34,4.75
Financiera Confianza,31/10/2021,18.12,4.79
Financiera Confianza,30/11/2021,17.75,3.98
Financiera Confianza,31/12/2021,17.4,4.31
Financiera Confianza,31/01/2022,17.25,4.61
Financiera Confianza,28/02/2022,17.18,4.79
Financiera Confianza,31/03/2022,16.89,4.88
Financiera Confianza,30/04/2022,16.58,5.07
Financiera Confianza,31/05/2022,17.05,5.6
Financiera Confianza,30/06/2022,16.96,5.23
Financiera Confianza,31/07/2022,16.89,5.78
Financiera Confianza,31/08/2022,17.12,5.94
Financiera Confianza,30/09/2022,16.92,4.89
Financiera Efectiva,31/01/2016,28.93,5.09
Financiera Efectiva,29/02/2016,28.3,5.43
Financiera Efectiva,31/03/2016,28.57,5.61
Financiera Efectiva,30/04/2016,29.64,6.04
Financiera Efectiva,31/05/2016,29.21,5.76
Financiera Efectiva,30/06/2016,28.37,5.7
Financiera Efectiva,31/07/2016,26.42,5.53
Financiera Efectiva,31/08/2016,28.63,5.51
Financiera Efectiva,30/09/2016,28.43,5.46
Financiera Efectiva,31/10/2016,28.84,5.42
Financiera Efectiva,30/11/2016,28.61,5.42
Financiera Efectiva,31/12/2016,26.93,4.93
Financiera Efectiva,31/01/2017,27.3,5.04
Financiera Efectiva,28/02/2017,26.9,5.45
Financiera Efectiva,31/03/2017,25.49,5.64
Financiera Efectiva,30/04/2017,26.61,5.9
Financiera Efectiva,31/05/2017,25.61,5.2
Financiera Efectiva,30/06/2017,25.24,5.32
Financiera Efectiva,31/07/2017,24.03,4.74
Financiera Efectiva,31/08/2017,23.38,4.67
Financiera Efectiva,30/09/2017,22.62,4.66
Financiera Efectiva,31/10/2017,20.18,4.25
Financiera Efectiva,30/11/2017,19.98,4.28
Financiera Efectiva,31/12/2017,19.43,3.66
Financiera Efectiva,31/01/2018,19.29,3.45
Financiera Efectiva,28/02/2018,19.12,4.03
Financiera Efectiva,31/03/2018,21.57,3.97
Financiera Efectiva,30/04/2018,21.21,4.11
Financiera Efectiva,31/05/2018,20.46,3.79
Financiera Efectiva,30/06/2018,19.64,3.77
Financiera Efectiva,31/07/2018,19.16,3.43
Financiera Efectiva,31/08/2018,20.43,3.48
Financiera Efectiva,30/09/2018,20.34,3.58
Financiera Efectiva,31/10/2018,19.49,3.6
Financiera Efectiva,30/11/2018,19.12,3.72
Financiera Efectiva,31/12/2018,18.63,3.51
Financiera Efectiva,31/01/2019,18.15,3.68
Financiera Efectiva,28/02/2019,17.89,3.91
Financiera Efectiva,31/03/2019,20.98,4.04
Financiera Efectiva,30/04/2019,20.86,4.28
Financiera Efectiva,31/05/2019,19.85,4.05
Financiera Efectiva,30/06/2019,19.51,4.16
Financiera Efectiva,31/07/2019,19.23,3.97
Financiera Efectiva,31/08/2019,18.52,3.92
Financiera Efectiva,30/09/2019,18.12,3.82
Financiera Efectiva,31/10/2019,17.71,3.78
Financiera Efectiva,30/11/2019,17.33,3.76
Financiera Efectiva,31/12/2019,16.28,3.59
Financiera Efectiva,31/01/2020,16.39,3.59
Financiera Efectiva,29/02/2020,16.01,3.59
Financiera Efectiva,31/03/2020,20.68,3.29
Financiera Efectiva,30/04/2020,21.34,3.25
Financiera Efectiva,31/05/2020,21.09,3.19
Financiera Efectiva,30/06/2020,21.14,3.2
Financiera Efectiva,31/07/2020,21.33,3.39
Financiera Efectiva,31/08/2020,21.23,3.65
Financiera Efectiva,30/09/2020,21,5.91
Financiera Efectiva,31/10/2020,20.07,5.42
Financiera Efectiva,30/11/2020,20.14,6.33
Financiera Efectiva,31/12/2020,20.15,4.71
Financiera Efectiva,31/01/2021,17.68,4.18
Financiera Efectiva,28/02/2021,17.61,3.61
Financiera Efectiva,31/03/2021,17.71,2.97
Financiera Efectiva,30/04/2021,17.51,4.07
Financiera Efectiva,31/05/2021,17.43,7.67
Financiera Efectiva,30/06/2021,17.24,4.51
Financiera Efectiva,31/07/2021,17.06,5.09
Financiera Efectiva,31/08/2021,16.98,5.46
Financiera Efectiva,30/09/2021,16.75,4.94
Financiera Efectiva,31/10/2021,15.94,4.48
Financiera Efectiva,30/11/2021,15.77,3.63
Financiera Efectiva,31/12/2021,18.36,3.39
Financiera Efectiva,31/01/2022,17.82,3.54
Financiera Efectiva,28/02/2022,17.67,3.41
Financiera Efectiva,31/03/2022,17.6,3.19
Financiera Efectiva,30/04/2022,17.44,3.3
Financiera Efectiva,31/05/2022,17.28,3.33
Financiera Efectiva,30/06/2022,17.02,3.49
Financiera Efectiva,31/07/2022,16.85,3.3
Financiera Efectiva,31/08/2022,16.68,3.17
Financiera Efectiva,30/09/2022,16.47,3.13
